title,link
FortiSIEM.API.element.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55953
Cacti.cmd_realtime.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55907
Lantronix.PremierWave.2050.SslGenerate.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55468
D-Link.DAR-7000.webmailattach.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55869
F-logic.DataCube3.config_all.php.Improper.Authentication,https://www.fortiguard.com/encyclopedia/ips/55867
Oria.Gridx.test_grid_filter.query.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/55893
WAYOS.FBM-291W.Upgrade_filter.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55866
Zabbix.Server.Audit.Log.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55901
Rust.Standard.Library.BatBadBut.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/55882
TP-Link.WR-886N.check_reg_verify_code.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55838
TP-Link.WR-886N.check_reset_pwd_verify_code.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55842
TP-Link.WR-886N.cloud_device.info.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55846
TP-Link.WR-886N.get_reg_verify_code.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55847
TP-Link.WR-886N.get_reset_pwd_veirfy_code.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55848
TP-Link.WR-886N.modify_account_pwd.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55851
TP-Link.WR-886N.reset_cloud_pwd.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55853
TP-Link.WR-886N.router_post.login.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55849
TP-Link.WR-886N.router_post.register.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55850
TP-Link.WR-886N.upgrade_info.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55856
Tenda.Devices.setSambaCfg.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55857
Ubiquiti.EdgeRouter.X.OSPF.Handler.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55855
CyberPower.PowerPanel.Enterprise.MCUDBHelper.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55861
Ampache.get_info.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55785
Byzoro.Smart.Management.importexport.php.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/55829
Byzoro.Smart.userattestation.php.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/55802
Linksys.E1700.NTP.setDateTime.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55799
Linksys.RE7000.AccessControlList.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55828
MS.SharePoint.Server.CVE-2024-30044.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/55760
Nagios.IM.Void.Token.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/55787
Positron.TRA7005.Password.Management.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/55834
TOTOLINK.A7100RU.cstecgi.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55806
URVE.Software.vpro.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55757
USVN.Timeline.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/55814
WAYOS.FBM-291W.Upgrade_filter.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55798
Nortek.Control.Linear.eMerge.saveS2ConfVals.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55745
Nortek.Control.Linear.eMerge.upload.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/55743
Optergy.Device.Console.Backdoor.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/55748
Axigen.Mail.Server.serverName_input.XSS,https://www.fortiguard.com/encyclopedia/ips/55796
CyberArk.Enterprise.Password.Vault.XXE,https://www.fortiguard.com/encyclopedia/ips/55734
Dell.OpenManage.Server.Administrator.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/55699
Delta.Electronics.DIAEnergie.RecalculateHDMWYC.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55782
Joomla!.CMS.com_users.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55769
WordPress.Membership.For.WooCommerce.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/55788
Zen.Cart.IT-Recht.Kanzlei.rechtstext_language.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55775
Amino.Communications.STB.EntoneWebEngine.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55711
D-Link.DIR-822.HNAP1.ChgSambaUserSettings.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55716
Damstra.Smart.Asset.originator.Parameter.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55720
Delta.Electronics.DIAEnergie.RecalculateScript.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55780
Edgecore.ECS2020.EXCU_SHELL.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55722
FLIR.AX8.Res_php.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55719
NETGEAR.WNR2000v4.SOAP.UserAgent.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55724
Tenda.AX3.SetNetControlList.list.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55701
Western.Digital.My.Cloud.Devices.reg_device.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55714
Xinuos.Openserver.printbook.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55708
ASUS.Devices.blocking.asp.Parameters.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/55538
Agentejo.Cockpit.Controller.auth.php.Multiple.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55762
Cisco.Firepower.Mgmt.Center.Configuration.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55759
Compal.CH7465LG.Ping.Traceroute.URL.Settings.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/55686
D-Link.Central.WiFi.Manager.PayAction.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55700
D-Link.DIR-605L.FormSetACLFilter.CurTime.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/55426
D-Link.DIR-605L.FormSetEmail.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/55342
D-Link.DIR-605L.formWPS.Webpage.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/55432
D-Link.DIR-816L.formSetRoute.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/55428
D-Link.DIR-846.SetMasterWLanSettings.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55698
D-Link.DIR-846.SetNetworkTomographySettings.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55694
D-Link.DIR-846.SetWizardConfig.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55697
D-Link.DIR-859.soap.cgi.service.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55690
Gambio.Parcelshopfinder.Search.Insecure.Deserialization,https://www.fortiguard.com/encyclopedia/ips/55766
LBT.T300-T310.ApCliEncrypType.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55203
Netis.N3Mv2.NtpServIP.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55180
Netis.N3Mv2.Pin_host.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55182
Netis.Router.Netcore_set.Tools_ip_url.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55189
Netis.WF2780.Wps_ap_ssid5g.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55176
Ruckus.Unleashed.Cmdstat.UploadFile.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55447
eQ-3.HomeMatic.verifysid.cgi.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/55644
eQ-3.Homematic.Exec_cgi.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/55539
Ambarella.Oryx.RTSP.Server.username.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55738
Progress.OpenEdge.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/55736
Alcatel.Lucent.I-240W-Q.Fsetup_Form.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/55581
CWP.API.add_server.Arbitrary.File.Write,https://www.fortiguard.com/encyclopedia/ips/55670
Cisco.Enterprise.NFVIS.TACACS.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/55684
Compal.CH7465LG.Setter.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55550
Crestron.Devices.Return_cgi.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/55582
D-Link.DIR-823G.HNAP1.Captcha.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55680
D-Link.DIR-823G.HNAP1.PrivateLogin.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55682
Discord.Probot.Unrestricted.File.Upload,https://www.fortiguard.com/encyclopedia/ips/55333
Emerson.Dixell.XWEB-500.Arbitrary.File.Write,https://www.fortiguard.com/encyclopedia/ips/55639
Emerson.XWEB.300D.EVO.Directory.Traversal,https://www.fortiguard.com/encyclopedia/ips/55647
Google.Chrome.Portals.CVE-2021-37973.Use.After.Free,https://www.fortiguard.com/encyclopedia/ips/55643
H3C.GR-1200W.WanModeSetMultiWan.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/54902
H3C.Magic.R200.Doping.HOST.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/54899
H3C.Magic.R200.Doping.INTF.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/54900
H3C.Magic.R200.EdittriggerList.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/54878
H3C.Magic.R200.dotrace.INTF.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/54882
H3C.Magic.R200.ihomers.app.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/54889
H3C.Magic.R200.ipqos_lanip_editlist.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/54888
H3C.Magic.Routers.Ajaxmsg.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/54898
H3C.Magic.Routers.Delstlist.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/54890
LightCMS.Admin.NEditorController.Arbitrary.File.Access,https://www.fortiguard.com/encyclopedia/ips/55414
Pandora.FMS.File.Manager.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/55668
Piwigo.cat_move.selection.parent.Parameter.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55216
Symantec.Messaging.Gateway.Keyview.WordPerfect.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55713
TOTOLINK.A3002RU.ftpUser.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55592
TOTOLINK.A3002RU.sambaUser.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55590
TOTOLINK.A720R.setTelnetCfg.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/55117
Tenda.Router.SetStaticRouteCfg.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/54871
Tenda.Router.formSetMacFilterCfg.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/55006
Tenda.Router.fromAdvSetMacMtuWan.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/54875
Tenda.Router.fromSetIpMacBind.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/54873
Terramaster.NAS.app_start_stop.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55683
Tripp.Lite.PDUMH15AT.Forms.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/55575
Western.Digital.My.Cloud.NAS.jqueryFileTree.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55674
WordPress.ValvePress.Automatic.csv.php.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55710
CrushFTP.VFS.Bypass.CVE-2024-4040.SSTI,https://www.fortiguard.com/encyclopedia/ips/55693
OpenSIS.Multiple.Modules.Subdirectory.Endpoint.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55654
OpenSIS.Multiple.PHP.Endpoints.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55652
OpenSIS.index.php.Handling.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/55655
Torrentpier.Search.bb_t.Cookie.Insecure.Deserialization,https://www.fortiguard.com/encyclopedia/ips/55659
Django.Password.Reset.Unicode.Security.Bypass,https://www.fortiguard.com/encyclopedia/ips/55640
DrayTek.Vigor2960.mainfunction.formpassword.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55551
Ipack.Scada.Automation.login_check.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55637
NETGEAR.AC1200.R6220.URL.Null.Byte.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/55613
Tenda.G0.Routers.setDebugCfg.enable.Param.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55446
Tenda.Routers.setDebugCfg.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/55458
Tenda.W20E.Router.delDhcpRules.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/55462
Tenda.W20E.Router.delIpMacBind.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/55459
Altova.MobileTogether.workflowmanagement.XXE,https://www.fortiguard.com/encyclopedia/ips/55601
D-Link.DIR-816.form2userconfig.cgi.username.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55636
DeDeCMS.login.php.userid.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/55576
EPrints.cal.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55443
IP-COM.M50.formSetUSBPartition.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55402
IP-COM.M50.setFixTools.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55399
Mercury.Router.pptp_server.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55577
MotoCMS.Store.Template.Server-Side.Template.Injection,https://www.fortiguard.com/encyclopedia/ips/54911
Nuance.Winscribe.Dictation.Login.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55603
Projectsend.import-orphans.Files.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/55572
Python.rpc.py.Pickle.Deseralization.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/55573
Qualcomm.Atheros.lbd.service.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55632
Sitecore.Experience.TemplateParser.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/54880
TOTOLINK.EX200.downloadFlile.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55584
Tenda.AC10U.Router.SetSysTimeCfg.timeZone.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/55565
TerraMaster.TOS.api.php.createRaid.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/55625
WBCE.CMS.Password.Reset.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55607
ZEROF.Web.Server.HandleEvent.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55535
Zyxel.NWA-1100-NH.Login.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55566
Carel.Boss.Mini.Servlet.Document.File.Inclusion,https://www.fortiguard.com/encyclopedia/ips/55615
Lantronix.PremierWave.2050.Ping.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55448
Lantronix.PremierWave.2050.SSL.Private.Key.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55383
Wavlink.Devices.wireless.cgi.macAddr.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55076
rConfig.rConfig.compliancepolicies.inc.php.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55545
rConfig.rConfig.compliancepolicyelements.inc.php.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55546
rConfig.rConfig.devices.inc.php.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55547
rConfig.rConfig.snippets.inc.php.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55548
ASUS.GT-AC2900.asus_token.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/55524
Cisco.IOS.HTTP.Administration.CSRF,https://www.fortiguard.com/encyclopedia/ips/55574
Gridpro.Request.Management.ScriptName.Path.Traversal,https://www.fortiguard.com/encyclopedia/ips/55552
Moodle.Library.Courses.sort.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55569
Ray.Project.cpu_profile.Code.Injection,https://www.fortiguard.com/encyclopedia/ips/55568
ZEROF.Expert.pro.add.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55541
COMMSCOPE.ARRIS.TR3300.user.cgi.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55067
Cisco.IOS.Software.Smart.Install.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/55556
Intelbras.WRN240.RouterBakCfgUpload.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/55533
Lantronix.PremierWave.2050.Traceroute.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55381
OpenMetadata.JwtFilter.Authentication.Bypass,https://www.fortiguard.com/encyclopedia/ips/55561
Tenda.AC11.Devices.setwanType.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55496
Tenda.AC11.setVLAN.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55498
Tenda.AC11.setportList.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55499
Tenda.AX1803.wpapsk_crypto.Parameter.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/55162
rConfig.rConfig.commands.inc.php.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55542
Palo.Alto.Networks.GlobalProtect.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55555
TELSAT.marKoni.FM.Transmitter.url.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55544
WordPress.LayerSlider.admin-ajax.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55530
WordPress.LearnPress.load_content_via_ajax.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55543
CData.Jetty.Server.Directory.Traversal,https://www.fortiguard.com/encyclopedia/ips/55513
Magnolia.CMS.Registration.Server-Side.Template.Injection,https://www.fortiguard.com/encyclopedia/ips/55514
WordPress.ChatBot.Plugin.CVE-2023-1650.Remote.Code.Execution,https://www.fortiguard.com/encyclopedia/ips/54918
D-Link.DIR-809.FormVirtualApp.Name.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/55324
D-Link.DIR-809.FormWlanSetup.SSID.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/55328
D-Link.DIR-809.FromLogi.CurUid.Stack.Overflow,https://www.fortiguard.com/encyclopedia/ips/55322
D-Link.DIR-816.Statuscheckpppoeuser.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55478
D-Link.Routers.FormLogin.FILECODE.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55330
Dolusoft.SaveUploadedHotspotLogoFile.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/55486
Doyocms.pay.php.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55463
Doyocms.uploads.php.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/55474
FrogCMS.upload.php.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/55477
Hikvision.Intercom.Broadcasting.System.ping.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55479
In4Velocity.In4Suite.ERP.CheckLogin.asp.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55482
J2eeFast.SysUserService.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55494
Linksys.E1200.ej_get_web_page_name.Buffer.Overflow,https://www.fortiguard.com/encyclopedia/ips/55325
Nortek.Linear.eMerge.E3.CVE-2019-7259.Information.Disclosure,https://www.fortiguard.com/encyclopedia/ips/55466
WordPress.wpDataTables.Plugin.get_wdtable.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55476
Django.Trunc.Extract.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55454
Fortra.FileCatalyst.Workflow.ftpserverlet.Directory.Traversal,https://www.fortiguard.com/encyclopedia/ips/55457
Kemp.LoadMaster.verify_perms.Code.Injection,https://www.fortiguard.com/encyclopedia/ips/55438
Nagios.XI.banner_message-ajaxhelper.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55471
Viessmann.Vitogate.cgi-bin.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55450
Vinchin.Backup.Recovery.getVerifydiyResult.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55473
WordPress.Elementor.Website.Builder.Arbitrary.File.Upload,https://www.fortiguard.com/encyclopedia/ips/55461
Akaunting.company.locale.Command.Injection,https://www.fortiguard.com/encyclopedia/ips/55442
Badger.Meter.Monitool.j_spring_security_check.SQL.Injection,https://www.fortiguard.com/encyclopedia/ips/55425
